,time,open,high,low,close,volume
0,2020-01-15 16:10:00,106.41139089299999,106.41139089299999,106.41139089299999,106.41139089299999,628
1,2020-01-15 16:01:00,106.41139089299999,106.41139089299999,106.41139089299999,106.41139089299999,7904
2,2020-01-15 16:00:00,106.41139089299999,106.41139089299999,106.371928112,106.40152519799999,6994
3,2020-01-15 15:59:00,106.352196721,106.38179380700001,106.33246533,106.38179380700001,6829
4,2020-01-15 15:58:00,106.46071937100001,106.46071937100001,106.357129569,106.362062416,7556
5,2020-01-15 15:57:00,106.490316457,106.50018215200001,106.431122284,106.450853675,4692
6,2020-01-15 15:56:00,106.421256589,106.470585066,106.39165950299999,106.470585066,5084
7,2020-01-15 15:55:00,106.40152519799999,106.44098798,106.39165950299999,106.416323741,6389
8,2020-01-15 15:54:00,106.38179380700001,106.421256589,106.38179380700001,106.421256589,1391
9,2020-01-15 15:53:00,106.362062416,106.40152519799999,106.362062416,106.39165950299999,3180
10,2020-01-15 15:52:00,106.38179380700001,106.38179380700001,106.362062416,106.38179380700001,2270
11,2020-01-15 15:51:00,106.421256589,106.421256589,106.39165950299999,106.39165950299999,4361
12,2020-01-15 15:50:00,106.421256589,106.44098798,106.40152519799999,106.41139089299999,3541
13,2020-01-15 15:49:00,106.362062416,106.41139089299999,106.362062416,106.41139089299999,2102
14,2020-01-15 15:48:00,106.27327115700001,106.34726387299999,106.27327115700001,106.34726387299999,1753
15,2020-01-15 15:47:00,106.243674071,106.243674071,106.243674071,106.243674071,884
16,2020-01-15 15:46:00,106.23874122299999,106.253539767,106.22394268,106.253539767,1041
17,2020-01-15 15:45:00,106.22887552799999,106.22887552799999,106.214076985,106.22394268,1630
18,2020-01-15 15:44:00,106.194345594,106.214076985,106.194345594,106.214076985,668
19,2020-01-15 15:43:00,106.194345594,106.194345594,106.194345594,106.194345594,750
20,2020-01-15 15:42:00,106.243674071,106.243674071,106.179547051,106.189906031,3388
21,2020-01-15 15:41:00,106.233808376,106.253539767,106.233808376,106.253539767,812
22,2020-01-15 15:40:00,106.204211289,106.22394268,106.204211289,106.214076985,1395
23,2020-01-15 15:39:00,106.233808376,106.243674071,106.21900983299999,106.21900983299999,1092
24,2020-01-15 15:38:00,106.27327115700001,106.27327115700001,106.233808376,106.233808376,1214
25,2020-01-15 15:37:00,106.233808376,106.233808376,106.22394268,106.22394268,756
26,2020-01-15 15:36:00,106.243674071,106.253539767,106.204211289,106.233808376,3797
27,2020-01-15 15:35:00,106.248606919,106.29300254799999,106.248606919,106.29300254799999,1565
28,2020-01-15 15:34:00,106.26833831,106.26833831,106.26340546200001,106.26340546200001,1017
29,2020-01-15 15:33:00,106.288069701,106.288069701,106.253539767,106.27327115700001,1429
