,time,open,high,low,close,volume
0,2020-07-10 16:50:00,122.43969059,122.43969059,122.43969059,122.43969059,179
1,2020-07-10 16:01:00,122.39984689,122.39984689,122.39984689,122.39984689,21807
2,2020-07-10 16:00:00,122.449651515,122.449651515,122.36000319,122.36000319,7203
3,2020-07-10 15:59:00,122.310198565,122.429729665,122.310198565,122.429729665,4768
4,2020-07-10 15:58:00,122.32015949,122.350042265,122.30023764,122.350042265,2960
5,2020-07-10 15:57:00,122.409807815,122.43969059,122.355022727,122.355022727,3779
6,2020-07-10 15:56:00,122.41976874,122.429729665,122.37992504,122.409807815,1921
7,2020-07-10 15:55:00,122.36000319,122.41976874,122.350042265,122.40482735200001,3034
8,2020-07-10 15:54:00,122.32015949,122.36000319,122.32015949,122.330120415,4008
9,2020-07-10 15:53:00,122.43969059,122.43969059,122.330120415,122.330120415,3575
10,2020-07-10 15:52:00,122.41976874,122.43471012799999,122.39486642700001,122.39486642700001,2682
11,2020-07-10 15:51:00,122.51937799,122.51937799,122.41976874,122.41976874,3209
12,2020-07-10 15:50:00,122.369964115,122.509417065,122.36000319,122.47953429,6852
13,2020-07-10 15:49:00,122.180706539,122.389885965,122.170745614,122.389885965,5381
14,2020-07-10 15:48:00,122.190667464,122.202222137,122.180706539,122.200628389,3524
15,2020-07-10 15:47:00,122.110980064,122.200628389,122.081097289,122.200628389,2079
16,2020-07-10 15:46:00,122.091058214,122.150823764,122.091058214,122.101019139,1879
17,2020-07-10 15:45:00,122.051214514,122.101019139,122.051214514,122.101019139,2357
18,2020-07-10 15:44:00,122.071136364,122.071136364,122.071136364,122.071136364,1085
19,2020-07-10 15:43:00,122.170745614,122.21058931399999,122.061175439,122.061175439,3060
20,2020-07-10 15:42:00,122.23051116399999,122.240472089,122.18568700200001,122.18568700200001,3347
21,2020-07-10 15:41:00,122.39486642700001,122.39486642700001,122.29525717700001,122.29525717700001,2307
22,2020-07-10 15:40:00,122.32015949,122.36000319,122.22055023899999,122.36000319,2480
23,2020-07-10 15:39:00,122.270354864,122.34008134,122.22055023899999,122.330120415,2564
24,2020-07-10 15:38:00,122.34008134,122.34008134,122.23051116399999,122.23051116399999,3768
25,2020-07-10 15:37:00,122.37992504,122.37992504,122.35093874799999,122.369964115,1673
26,2020-07-10 15:36:00,122.280315789,122.39984689,122.280315789,122.39984689,1399
27,2020-07-10 15:35:00,122.250433014,122.250433014,122.240472089,122.240472089,735
28,2020-07-10 15:34:00,122.30023764,122.30023764,122.260393939,122.260393939,1399
29,2020-07-10 15:33:00,122.190667464,122.310198565,122.160784689,122.30023764,1630
30,2020-07-10 15:32:00,122.081097289,122.140862839,122.051214514,122.140862839,1359
31,2020-07-10 15:31:00,122.101019139,122.110980064,122.081097289,122.081097289,1123
32,2020-07-10 15:30:00,122.12094098899999,122.12094098899999,122.101019139,122.12094098899999,815
33,2020-07-10 15:29:00,122.12094098899999,122.13090191399999,122.12094098899999,122.13090191399999,529
34,2020-07-10 15:28:00,122.170745614,122.170745614,122.110980064,122.110980064,3649
