date_announced,entry_type,correct_type,update_type,update_level,init_country_level,Border,Regulation,Lockdown,Curfew,Social Distancing,compliance
2020-03-23,1751.9904761904677,1959.2690476190287,290.57619047619244,357.96904761904284,2144.388095238083,123.0,903.0,72.0,6.0,152.0,2113.0
2020-03-24,1693.4023809523687,1899.1333333333175,296.2952380952406,358.15714285713955,2069.554761904739,116.0,851.0,69.0,6.0,129.0,1938.0
2020-03-25,1501.695238095235,1691.8357142857094,276.4523809523824,335.292857142855,1840.3880952380832,101.0,773.0,58.0,7.0,113.0,1699.0
2020-03-26,1547.0214285714246,1759.4047619047628,314.564285714287,370.9380952380944,1927.6785714285663,93.0,813.0,55.0,6.0,108.0,1692.0
2020-03-27,1734.9309523809534,1971.0880952380999,335.0952380952383,379.7190476190466,2151.19285714288,93.0,866.0,51.0,5.0,104.0,1732.0
2020-03-28,1504.3952380952633,1713.3880952381242,281.8619047619056,304.37380952380636,1849.0119047619278,82.0,836.0,51.0,5.0,91.0,1632.0
2020-03-29,1109.8880952380846,1268.204761904732,211.4023809523803,232.47142857142873,1364.5119047618723,72.0,822.0,49.0,5.0,85.0,1588.0
2020-03-30,1274.5380952380806,1425.8476190475913,215.16666666666586,224.73571428571444,1538.3666666666434,76.0,829.0,50.0,6.0,88.0,1669.0
2020-03-31,1616.819047619055,1780.9166666666727,252.8738095238086,281.7119047619037,1937.0261904761885,69.0,846.0,51.0,9.0,78.0,1637.0
2020-04-01,1595.6500000000115,1747.223809523814,239.51428571428454,293.5476190476174,1908.9928571428509,71.0,837.0,50.0,8.0,84.0,1635.0
2020-04-02,1523.483333333328,1668.0547619047502,225.7404761904752,251.597619047619,1820.1642857142722,69.0,862.0,51.0,6.0,86.0,1633.0
2020-04-03,1669.7952380952322,1824.3642857142804,243.77619047619004,254.64999999999927,1984.976190476183,69.0,852.0,45.0,5.0,83.0,1650.0
2020-04-04,1669.8500000000222,1839.0333333333583,242.86904761904728,244.9738095238095,1976.5690476190694,75.0,787.0,47.0,6.0,78.0,1560.0
2020-04-05,1303.461904761914,1445.5309523809663,194.4476190476185,199.19047619047666,1551.9904761904925,70.0,754.0,41.0,6.0,78.0,1495.0
2020-04-06,1197.4547619047264,1317.6476190475892,169.83333333333218,205.01428571428596,1427.0261904761555,74.0,815.0,42.0,6.0,85.0,1595.0
2020-04-07,1062.580952380948,1171.8166666666236,152.07857142857065,186.7619047619052,1269.3380952380587,70.0,741.0,37.0,5.0,82.0,1435.0
2020-04-08,1061.3119047619005,1157.904761904728,152.5595238095232,178.4214285714292,1250.9285714285454,71.0,669.0,31.0,4.0,80.0,1321.0
2020-04-09,1015.3547619047698,1098.4285714285531,141.85714285714266,165.7095238095246,1187.3690476190088,65.0,640.0,28.0,4.0,72.0,1250.0
2020-04-10,1006.9166666666794,1092.2690476190403,142.95952380952338,188.10476190476194,1177.7261904761576,70.0,609.0,22.0,5.0,63.0,1197.0
2020-04-11,861.4952380952407,924.6238095238149,113.35238095238094,155.009523809524,992.0476190476234,66.0,497.0,24.0,4.0,45.0,984.0
2020-04-12,644.3166666666722,685.8119047619127,76.07619047619058,108.48095238095252,732.135714285723,48.0,414.0,17.0,3.0,42.0,811.0
2020-04-13,684.0523809523881,728.0166666666767,80.71904761904773,94.86190476190491,772.0047619047699,51.0,441.0,17.0,3.0,45.0,859.0
2020-04-14,703.2928571428637,748.8690476190554,82.78333333333353,94.4000000000001,807.5857142857201,46.0,400.0,16.0,3.0,43.0,787.0
2020-04-15,778.9952380952438,830.4523809523869,94.92380952380955,129.50238095238115,916.5714285714362,42.0,439.0,18.0,3.0,50.0,842.0
2020-04-16,785.6904761904792,833.7976190476243,110.29761904761921,151.4214285714289,939.7785714285766,37.0,389.0,18.0,2.0,45.0,776.0
2020-04-17,809.0357142857187,877.5190476190528,135.19761904761882,180.4214285714282,981.9904761904821,40.0,410.0,25.0,2.0,51.0,814.0
2020-04-18,695.4166666666683,763.7666666666652,115.99523809523807,144.42380952380975,841.6428571428547,32.0,349.0,29.0,1.0,53.0,715.0
2020-04-19,492.44047619047353,541.2904761904781,81.83333333333341,93.37380952380958,592.6928571428639,28.0,330.0,25.0,1.0,53.0,668.0
2020-04-20,624.3595238095304,688.6833333333421,96.89047619047632,131.16190476190502,746.2809523809586,35.0,381.0,26.0,1.0,59.0,773.0
2020-04-21,657.7452380952441,730.9357142857206,100.02380952380967,130.3166666666667,790.433333333339,31.0,365.0,30.0,1.0,52.0,745.0
2020-04-22,587.1952380952414,659.2761904761966,103.85952380952395,121.67619047619075,702.3309523809612,32.0,356.0,29.0,2.0,47.0,737.0
2020-04-23,716.850000000002,793.9952380952402,99.44761904761906,128.8952380952382,852.2523809523849,31.0,364.0,30.0,2.0,44.0,745.0
2020-04-24,803.2595238095272,887.1690476190533,105.74761904761897,127.45952380952409,963.1095238095296,34.0,387.0,28.0,1.0,41.0,762.0
2020-04-25,589.0738095238116,654.2238095238106,82.01190476190487,92.56666666666698,709.8404761904745,26.0,319.0,18.0,1.0,33.0,643.0
2020-04-26,386.03333333333006,428.17857142856695,52.55714285714285,62.40238095238095,462.54523809523494,19.0,298.0,13.0,1.0,28.0,599.0
2020-04-27,401.2857142857117,445.1404761904712,52.68095238095245,63.05476190476191,472.040476190472,24.0,324.0,13.0,1.0,29.0,640.0
2020-04-28,519.7428571428541,591.4571428571463,94.73333333333339,99.00238095238107,630.1785714285744,25.0,322.0,17.0,1.0,26.0,602.0
2020-04-29,632.4500000000052,712.3166666666733,127.20714285714298,100.45238095238108,773.5690476190537,29.0,356.0,11.0,2.0,31.0,647.0
2020-04-30,684.8833333333395,785.6547619047706,145.22619047619023,130.7714285714285,856.3761904762002,30.0,382.0,16.0,2.0,39.0,692.0
2020-05-01,674.7095238095259,790.090476190478,146.04523809523786,173.1499999999996,845.9333333333358,29.0,361.0,21.0,3.0,34.0,652.0
2020-05-02,579.659523809525,668.3166666666641,114.79761904761904,144.75714285714304,724.502380952377,25.0,305.0,26.0,3.0,34.0,572.0
2020-05-03,465.74523809523544,527.0952380952388,89.22619047619071,108.83571428571457,587.9047619047647,26.0,307.0,30.0,3.0,39.0,584.0
2020-05-04,388.7071428571393,449.3238095238038,81.95952380952397,91.99523809523797,503.70952380952036,32.0,313.0,33.0,3.0,41.0,607.0
2020-05-05,416.04999999999654,472.2952380952329,70.94047619047626,80.98095238095252,522.5523809523787,28.0,310.0,34.0,3.0,47.0,617.0
2020-05-06,523.1571428571406,587.7238095238165,75.09761904761915,98.61190476190488,644.8238095238172,23.0,295.0,30.0,4.0,48.0,618.0
2020-05-07,517.3523809523801,577.1666666666742,75.44047619047623,90.43095238095246,625.8761904762003,20.0,252.0,32.0,4.0,49.0,557.0
2020-05-08,670.4285714285732,753.0142857142902,108.9380952380952,104.46428571428596,823.690476190481,25.0,266.0,37.0,3.0,62.0,611.0
2020-05-09,555.0500000000034,623.059523809526,88.50952380952381,79.56428571428577,683.619047619047,23.0,221.0,27.0,2.0,58.0,519.0
2020-05-10,375.2547619047606,428.0095238095226,66.83809523809525,68.90952380952378,466.4119047619042,21.0,222.0,21.0,2.0,54.0,494.0
2020-05-11,519.9476190476175,587.1333333333388,82.21904761904764,78.1738095238096,632.4285714285761,24.0,281.0,18.0,3.0,54.0,590.0
2020-05-12,627.6333333333369,714.9595238095288,115.24285714285725,100.07380952380947,783.7309523809573,21.0,336.0,17.0,3.0,57.0,661.0
2020-05-13,624.1047619047657,715.6119047619073,118.41666666666673,121.95000000000034,789.2785714285741,23.0,354.0,22.0,3.0,60.0,684.0
2020-05-14,550.5642857142888,632.4071428571526,107.85476190476193,102.25238095238092,697.1809523809583,23.0,333.0,24.0,2.0,59.0,635.0
2020-05-15,518.4714285714296,601.3190476190576,103.38809523809527,99.16904761904802,649.7000000000097,27.0,349.0,26.0,2.0,53.0,647.0
2020-05-16,402.516666666664,466.442857142855,78.9261904761907,80.79047619047614,493.7095238095229,19.0,285.0,16.0,2.0,32.0,493.0
2020-05-17,304.8642857142843,349.53095238094716,59.37857142857147,55.911904761904765,366.3952380952342,19.0,282.0,16.0,2.0,31.0,493.0
2020-05-18,350.92857142856906,393.02619047618475,66.16190476190485,62.46904761904757,423.64761904761514,22.0,292.0,19.0,2.0,38.0,529.0
2020-05-19,359.8809523809509,400.18095238094895,65.63571428571426,62.91666666666665,438.58571428571156,20.0,246.0,19.0,1.0,35.0,447.0
2020-05-20,277.4500000000003,311.1785714285698,51.107142857142954,50.5928571428571,336.54285714285436,17.0,189.0,18.0,1.0,30.0,362.0
2020-05-21,388.547619047619,452.3785714285702,92.46666666666674,118.94285714285719,502.40476190476136,19.0,219.0,18.0,1.0,23.0,394.0
2020-05-22,420.29523809523835,483.8404761904757,94.70476190476185,122.84523809523822,541.0261904761944,19.0,218.0,17.0,1.0,17.0,380.0
2020-05-23,300.19523809523645,339.2523809523794,65.00238095238097,73.36904761904773,379.2928571428563,14.0,181.0,14.0,0.0,18.0,324.0
2020-05-24,212.36428571428593,237.85714285714297,43.75476190476189,47.53333333333336,264.37857142857104,14.0,173.0,14.0,0.0,18.0,312.0
2020-05-25,177.235714285714,199.79047619047626,35.728571428571456,41.23809523809522,223.22857142857146,14.0,175.0,15.0,0.0,18.0,314.0
2020-05-26,266.3928571428569,291.8190476190464,37.29047619047619,52.104761904761844,331.0071428571403,13.0,187.0,14.0,0.0,14.0,317.0
2020-05-27,325.9285714285701,356.0619047619016,40.40238095238091,50.46190476190484,387.55476190475923,11.0,195.0,15.0,0.0,17.0,326.0
2020-05-28,378.14761904761906,408.2380952380937,43.5190476190477,58.85238095238092,443.48095238095135,13.0,210.0,18.0,0.0,22.0,373.0
2020-05-29,447.0380952380959,485.3238095238101,64.86904761904765,75.61904761904775,524.0142857142879,11.0,182.0,13.0,0.0,30.0,344.0
2020-05-30,418.38333333333355,463.30238095238144,74.9166666666667,90.06904761904767,493.86428571428615,8.0,177.0,11.0,0.0,32.0,339.0
2020-05-31,284.0333333333316,315.6333333333308,51.116666666666696,65.44999999999993,335.86666666666514,8.0,172.0,10.0,0.0,30.0,325.0
2020-06-01,245.32857142857193,274.98333333333244,47.66428571428572,41.09047619047623,292.0714285714267,9.0,190.0,10.0,0.0,30.0,352.0
2020-06-02,279.54285714285726,309.66904761904516,50.83809523809527,49.883333333333326,325.21190476190253,11.0,202.0,10.0,2.0,30.0,371.0
2020-06-03,298.48809523809416,324.7833333333304,44.83809523809525,49.899999999999984,331.23095238094965,9.0,183.0,8.0,2.0,26.0,354.0
2020-06-04,253.85238095238063,277.48571428571466,35.92380952380954,40.32857142857144,282.71428571428606,11.0,162.0,7.0,2.0,25.0,323.0
2020-06-05,347.9642857142861,404.29761904761847,74.09523809523816,66.03571428571436,413.5952380952374,14.0,193.0,7.0,2.0,29.0,360.0
2020-06-06,282.1452380952373,330.8119047619044,63.00952380952386,54.271428571428515,337.9833333333327,10.0,144.0,6.0,2.0,19.0,274.0
2020-06-07,162.36666666666687,188.6500000000004,33.89999999999999,29.58333333333331,193.1333333333337,10.0,127.0,6.0,2.0,16.0,235.0
2020-06-08,157.82857142857165,186.5071428571435,33.21904761904762,25.52619047619045,193.91904761904803,11.0,141.0,6.0,2.0,17.0,256.0
2020-06-09,223.03809523809522,264.97857142857174,46.59761904761908,29.107142857142836,280.96428571428527,15.0,158.0,8.0,3.0,17.0,286.0
2020-06-10,289.6761904761893,341.3571428571397,49.44285714285723,48.58571428571423,361.628571428569,15.0,176.0,7.0,1.0,19.0,311.0
2020-06-11,360.74047619047576,419.03809523809355,53.488095238095205,76.54761904761898,441.7642857142842,20.0,189.0,14.0,1.0,23.0,328.0
2020-06-12,331.2380952380958,386.84285714285716,54.45000000000011,73.47142857142883,405.7333333333339,19.0,199.0,14.0,1.0,21.0,338.0
2020-06-13,205.48809523809496,242.40476190476147,35.71666666666666,48.383333333333276,255.2047619047614,14.0,145.0,10.0,1.0,12.0,241.0
2020-06-14,149.51428571428573,174.2904761904768,23.676190476190474,34.50238095238095,184.51666666666748,14.0,151.0,10.0,1.0,11.0,246.0
2020-06-15,201.2809523809523,237.47619047619085,36.269047619047605,39.13809523809525,249.2809523809528,16.0,176.0,10.0,1.0,11.0,291.0
2020-06-16,213.24285714285702,251.62380952380997,39.716666666666704,60.81904761904758,272.1523809523815,17.0,182.0,10.0,1.0,10.0,296.0
2020-06-17,159.19999999999982,186.00476190476226,28.480952380952385,53.323809523809544,201.3214285714289,12.0,149.0,8.0,0.0,8.0,243.0
2020-06-18,137.6928571428571,159.4499999999997,23.614285714285696,32.442857142857136,168.20952380952366,10.0,117.0,8.0,0.0,7.0,200.0
2020-06-19,164.09999999999974,190.98095238095203,28.107142857142843,39.900000000000006,197.79999999999959,6.0,104.0,2.0,0.0,8.0,176.0
2020-06-20,136.52142857142871,160.32380952380987,23.58571428571427,36.53809523809521,166.3500000000003,5.0,88.0,1.0,0.0,6.0,154.0
2020-06-21,91.1238095238096,106.69047619047619,15.183333333333323,23.05238095238091,111.2833333333333,5.0,88.0,1.0,0.0,6.0,153.0
2020-06-22,79.902380952381,91.79047619047641,11.897619047619036,18.216666666666665,96.0785714285716,5.0,90.0,1.0,0.0,6.0,154.0
2020-06-23,102.54285714285724,113.87619047619067,16.309523809523803,20.116666666666656,123.06428571428596,4.0,77.0,1.0,0.0,7.0,131.0
2020-06-24,116.1857142857145,130.95476190476202,20.661904761904758,25.68809523809521,140.92857142857173,2.0,65.0,2.0,0.0,8.0,119.0
2020-06-25,101.28571428571432,116.93333333333332,18.94761904761906,28.409523809523794,123.77619047619048,2.0,65.0,2.0,0.0,9.0,120.0
2020-06-26,265.5023809523809,309.2999999999999,56.797619047619094,39.33333333333331,318.3595238095238,5.0,126.0,5.0,0.0,10.0,208.0
2020-06-27,253.4285714285714,291.05714285714294,51.069047619047645,29.578571428571433,300.9000000000001,5.0,109.0,4.0,0.0,5.0,174.0
2020-06-28,156.1714285714286,174.47142857142862,27.04999999999999,16.9,183.0880952380953,5.0,109.0,5.0,0.0,5.0,170.0
2020-06-29,133.4428571428573,149.9523809523815,28.7095238095238,18.185714285714266,158.36190476190535,6.0,117.0,5.0,0.0,5.0,183.0
2020-06-30,271.6238095238092,310.41190476190405,53.25238095238097,32.34999999999999,327.6857142857135,13.0,144.0,10.0,2.0,17.0,269.0
2020-07-01,270.45714285714257,313.99761904761607,49.466666666666725,36.84761904761902,331.5928571428547,13.0,149.0,10.0,2.0,16.0,265.0
2020-07-02,217.0047619047623,251.4595238095247,36.738095238095234,36.809523809523874,262.35952380952443,14.0,151.0,9.0,3.0,16.0,274.0
2020-07-03,206.7690476190467,231.94999999999843,26.952380952380935,26.880952380952397,243.06428571428404,14.0,152.0,9.0,3.0,16.0,281.0
2020-07-04,137.32142857142853,153.06190476190486,15.916666666666664,18.783333333333324,162.83095238095254,11.0,87.0,6.0,3.0,15.0,182.0
2020-07-05,96.7642857142861,111.03809523809572,13.71666666666666,18.89999999999999,119.60714285714324,10.0,86.0,6.0,3.0,15.0,180.0
2020-07-06,143.08809523809532,165.45952380952474,22.761904761904756,28.690476190476154,181.01190476190564,12.0,100.0,6.0,3.0,17.0,213.0
2020-07-07,139.85952380952378,161.04761904761853,21.34285714285713,22.828571428571404,177.4523809523804,12.0,94.0,6.0,3.0,17.0,206.0
2020-07-08,85.79761904761915,99.95000000000014,13.547619047619047,14.761904761904768,107.59523809523824,5.0,60.0,3.0,1.0,5.0,116.0
2020-07-09,84.58333333333333,110.17380952380975,34.50714285714286,14.680952380952384,115.04047619047638,5.0,57.0,3.0,1.0,5.0,116.0
2020-07-10,144.26190476190453,173.05476190476168,41.699999999999996,18.133333333333326,189.44285714285692,8.0,69.0,3.0,0.0,4.0,132.0
2020-07-11,129.96428571428586,149.28333333333353,27.85238095238094,14.788095238095243,167.14285714285722,8.0,65.0,3.0,0.0,3.0,118.0
2020-07-12,81.79761904761904,93.89999999999993,17.126190476190473,8.788095238095238,104.11904761904762,8.0,64.0,3.0,0.0,2.0,115.0
2020-07-13,73.53333333333342,83.37142857142874,14.56428571428571,6.099999999999999,88.50714285714302,8.0,64.0,3.0,0.0,2.0,120.0
